I/O Type Specific,Terminal Style,Rung Placement,Labeling Scheme,Notes,Default Standard,Terminal Style Definition,Term Brand,IT or MT,Fusing,Card Power Term L1,Card Power Term L2,Term Short Name
DCI,Fj;L&Lc|WAGO|24V,1;2&0,#A;#B&C,,,Fj;L&Lc|WAGO|24V|1;2&0|#A;#B&C,WAGO,MT,Fused,No,Yes,TBD
DCI,Fj;L&Lej&Lc|PXC|24V,0;1&2&0,#A;#B&#C&C,,,Fj;L&Lej&Lc|PXC|24V|0;1&2&0|#A;#B&#C&C,PXC,MT&IT,Fused,No,Yes,TBD
DCI,Fj;L&Lej&Lc|TE|24V,0;1&2&0,#A;#B&#C&C,,,Fj;L&Lej&Lc|TE|24V|0;1&2&0|#A;#B&#C&C,TE,MT&IT,Fused,No,Yes,TBD
DCI,Fj;L&Lej&Lc|WAGO|24V,0;1&2&0,#A;#B&#C&C,,,Fj;L&Lej&Lc|WAGO|24V|0;1&2&0|#A;#B&#C&C,WAGO,MT&IT,Fused,No,Yes,TBD
DCI,Fj;L&Te2j&Lc|PXC|24V,0;1&2&0,#A;#B&#C&C,,,Fj;L&Te2j&Lc|PXC|24V|0;1&2&0|#A;#B&#C&C,PXC,MT&IT,Fused,No,Yes,TBD
DCI,Fj;L&Te2j&Lc|TE|24V,0;1&2&0,#A;#B&#C&C,,,Fj;L&Te2j&Lc|TE|24V|0;1&2&0|#A;#B&#C&C,TE,MT&IT,Fused,No,Yes,TBD
DCI,Fj;L&Te2j&Lc|WAGO|24V,0;1&2&0,#A;#B&#C&C,,,Fj;L&Te2j&Lc|WAGO|24V|0;1&2&0|#A;#B&#C&C,WAGO,MT&IT,Fused,No,Yes,TBD
DCI,Fj;L&Te2j|PXC|24V,0;1&2,#A;#B&#C,,,Fj;L&Te2j|PXC|24V|0;1&2|#A;#B&#C,PXC,MT&IT,Fused,No,No,TBD
DCI,Fj;L&Te2j|TE|24V,0;1&2,#A;#B&#C,,,Fj;L&Te2j|TE|24V|0;1&2|#A;#B&#C,TE,MT&IT,Fused,No,No,TBD
DCI,Fj;L&Te2j|WAGO|24V,0;1&2,#A;#B&#C,,,Fj;L&Te2j|WAGO|24V|0;1&2|#A;#B&#C,WAGO,MT&IT,Fused,No,No,TBD
DCI,Fj;L|PXC|24V,0;1,#A;#B,,,Fj;L|PXC|24V|0;1|#A;#B,PXC,MT,Fused,No,No,TBD
DCI,Fj;L|TE|24V,0;1,#A;#B,,,Fj;L|TE|24V|0;1|#A;#B,TE,MT,Fused,No,No,TBD
DCI,Fj;L|WAGO|24V,0;1,#A;#B,,,Fj;L|WAGO|24V|0;1|#A;#B,WAGO,MT,Fused,No,No,TBD
DCI,L&Lc|PXC|24V,1&0,#&C,,,L&Lc|PXC|24V|1&0|#&C,PXC,IT,None,No,Yes,TBD
DCI,L&Lc|PXC|24V,1&0,#&C,,,L&Lc|PXC|24V|1&0|#&C,PXC,IT,None,No,Yes,TBD
DCI,L&Lc|TE|24V,1&0,#&C,,,L&Lc|TE|24V|1&0|#&C,TE,IT,None,No,Yes,TBD
DCI,L&Lc|TE|24V,1&0,#&C,,,L&Lc|TE|24V|1&0|#&C,TE,IT,None,No,Yes,TBD
DCI,L&Lc|WAGO|24V,1&0,#&C,,,L&Lc|WAGO|24V|1&0|#&C,WAGO,IT,None,No,Yes,TBD
DCI,L&Lc|WAGO|24V,1&0,#&C,,,L&Lc|WAGO|24V|1&0|#&C,WAGO,IT,None,No,Yes,TBD
DCI,L;L|PXC|24V,1;2,#A;#B,SAFETY MODULES ONLY,,L;L|PXC|24V|1;2|#A;#B,PXC,IT,None,No,No,TBD
DCI,L;L|TE|24V,1;2,#A;#B,SAFETY MODULES ONLY,,L;L|TE|24V|1;2|#A;#B,TE,IT,None,No,No,TBD
DCI,L;L|WAGO|24V,1;2,#A;#B,SAFETY MODULES ONLY,,L;L|WAGO|24V|1;2|#A;#B,WAGO,IT,None,No,No,TBD
DCI,L|PXC|24V,1,#,,,L|PXC|24V|1|#,PXC,IT,None,No,No,TBD
DCI,L|TE|24V,1,#,,,L|TE|24V|1|#,TE,IT,None,No,No,TBD
DCI,L|WAGO|24V,1,#,,,L|WAGO|24V|1|#,WAGO,IT,None,No,No,TBD
DCI,Lh&F;L&Lc|PXC|24V,0&1;2&0,H&#A;#B&C,SAFETY MODULES ONLY,,Lh&F;L&Lc|PXC|24V|0&1;2&0|H&#A;#B&C,PXC,MT&IT,Fused,Yes,Yes,TBD
DCI,Lh&F;L&Lc|TE|24V,0&1;2&0,H&#A;#B&C,SAFETY MODULES ONLY,,Lh&F;L&Lc|TE|24V|0&1;2&0|H&#A;#B&C,TE,MT&IT,Fused,Yes,Yes,TBD
DCI,Lh&F;L&Lc|WAGO|24V,0&1;2&0,H&#A;#B&C,SAFETY MODULES ONLY,,Lh&F;L&Lc|WAGO|24V|0&1;2&0|H&#A;#B&C,WAGO,MT&IT,Fused,Yes,Yes,TBD
DCI,Lh&L&Lc|PXC|24V,0&1&0,H&#&C,,,Lh&L&Lc|PXC|24V|0&1&0|H&#&C,PXC,IT,None,Yes,Yes,TBD
DCI,Lh&L&Lc|TE|24V,0&1&0,H&#&C,,,Lh&L&Lc|TE|24V|0&1&0|H&#&C,TE,IT,None,Yes,Yes,TBD
DCI,Lh&L&Lc|WAGO|24V,0&1&0,H&#&C,,,Lh&L&Lc|WAGO|24V|0&1&0|H&#&C,WAGO,IT,None,Yes,Yes,TBD
DCI,Lh&L;L&Lc|PXC|24V,0&1;2&0,H&#A;#B&C,SAFETY MODULES ONLY,,Lh&L;L&Lc|PXC|24V|0&1;2&0|H&#A;#B&C,PXC,MT&IT,None,Yes,Yes,TBD
DCI,Lh&L;L&Lc|TE|24V,0&1;2&0,H&#A;#B&C,SAFETY MODULES ONLY,,Lh&L;L&Lc|TE|24V|0&1;2&0|H&#A;#B&C,TE,MT&IT,None,Yes,Yes,TBD
DCI,Lh&L;L&Lc|WAGO|24V,0&1;2&0,H&#A;#B&C,SAFETY MODULES ONLY,,Lh&L;L&Lc|WAGO|24V|0&1;2&0|H&#A;#B&C,WAGO,MT&IT,None,Yes,Yes,TBD
DCI,Lj&L&Lc|PXC|24V,0&1&0,#+&#&C,,INTERSTATES NF-IT,Lj&L&Lc|PXC|24V|0&1&0|#+&#&C,PXC,IT,None,No,Yes,TBD
DCI,Lj;L&Lc|PXC|24V,0;1&0,#A;#B&C,,INTERSTATES NF-MT,Lj;L&Lc|PXC|24V|0;1&0|#A;#B&C,PXC,MT,None,No,Yes,TBD
DCI,Lj;L&Lc|TE|24V,0;1&0,#A;#B&C,,,Lj;L&Lc|TE|24V|0;1&0|#A;#B&C,TE,MT,None,No,Yes,TBD
DCI,Lj;L&Lc|WAGO|24V,0;1&0,#A;#B&C,,,Lj;L&Lc|WAGO|24V|0;1&0|#A;#B&C,WAGO,MT,None,No,Yes,TBD
DCI,Lj;L&Lej&Lc|PXC|24V,0;1&2&0,#A;#B&#C&C,,,Lj;L&Lej&Lc|PXC|24V|0;1&2&0|#A;#B&#C&C,PXC,IT,None,No,Yes,TBD
DCI,Lj;L&Lej&Lc|TE|24V,0;1&2&0,#A;#B&#C&C,,,Lj;L&Lej&Lc|TE|24V|0;1&2&0|#A;#B&#C&C,TE,IT,None,No,Yes,TBD
DCI,Lj;L&Lej&Lc|WAGO|24V,0;1&2&0,#A;#B&#C&C,,,Lj;L&Lej&Lc|WAGO|24V|0;1&2&0|#A;#B&#C&C,WAGO,MT&IT,None,No,Yes,TBD
DCI,Lj;L&Te2j&Lc|PXC|24V,0;1&2&0,#A;#B&#C&C,,,Lj;L&Te2j&Lc|PXC|24V|0;1&2&0|#A;#B&#C&C,PXC,MT&IT,None,No,Yes,TBD
DCI,Lj;L&Te2j&Lc|TE|24V,0;1&2&0,#A;#B&#C&C,,,Lj;L&Te2j&Lc|TE|24V|0;1&2&0|#A;#B&#C&C,TE,MT&IT,None,No,Yes,TBD
DCI,Lj;L&Te2j&Lc|WAGO|24V,0;1&2&0,#A;#B&#C&C,,,Lj;L&Te2j&Lc|WAGO|24V|0;1&2&0|#A;#B&#C&C,WAGO,MT&IT,None,No,Yes,TBD
DCI,Lj;L;Lj|PXC|24V,0;1;2,#A;#B#C,,,Lj;L;Lj|PXC|24V|0;1;2|#A;#B#C,PXC,MT,None,No,No,TBD
DCI,Lj;L;Lj|TE|24V,0;1;2,#A;#B#C,,,Lj;L;Lj|TE|24V|0;1;2|#A;#B#C,TE,MT,None,No,No,TBD
DCI,Lj;L;Lj|WAGO|24V,0;1;2,#A;#B#C,,,Lj;L;Lj|WAGO|24V|0;1;2|#A;#B#C,WAGO,MT,None,No,No,TBD
DCI,Lj;L|PXC|24V,0;1,#A;#B,,,Lj;L|PXC|24V|0;1|#A;#B,PXC,IT,None,No,No,TBD
DCI,Lj;L|TE|24V,0;1,#A;#B,,,Lj;L|TE|24V|0;1|#A;#B,TE,IT,None,No,No,TBD
DCI,Lj;L|WAGO|24V,0;1,#A;#B,,,Lj;L|WAGO|24V|0;1|#A;#B,WAGO,IT,None,No,No,TBD
DCI,,,,,NO TERMINALS,,,,,,,
DCO,F&Le2j|PXC|24V,1&2,#&#C,,,F&Le2j|PXC|24V|1&2|#&#C,PXC,IT,Fused,No,No,TBD
DCO,F&Le2j|TE|24V,1&2,#&#C,,,F&Le2j|TE|24V|1&2|#&#C,TE,IT,Fused,No,No,TBD
DCO,F&Le2j|WAGO|24V,1&2,#&#C,,,F&Le2j|WAGO|24V|1&2|#&#C,WAGO,IT,Fused,No,No,TBD
DCO,F&Lj|PXC|24V,1&2,#&#C,,,F&Lj|PXC|24V|1&2|#&#C,PXC,IT,Fused,No,No,TBD
DCO,F&Lj|TE|24V,1&2,#&#C,,,F&Lj|TE|24V|1&2|#&#C,TE,IT,Fused,No,No,TBD
DCO,F&Lj|WAGO|24V,1&2,#&#C,,,F&Lj|WAGO|24V|1&2|#&#C,WAGO,IT,Fused,No,No,TBD
DCO,F;L|PXC|24V,1;2,#A;#B,,,F;L|PXC|24V|1;2|#A;#B,PXC,IT,Fused,No,No,TBD
DCO,F;L|TE|24V,1;2,#A;#B,,,F;L|TE|24V|1;2|#A;#B,TE,IT,Fused,No,No,TBD
DCO,F;L|WAGO|24V,1;2,#A;#B,,,F;L|WAGO|24V|1;2|#A;#B,WAGO,IT,Fused,No,No,TBD
DCO,F;Lj|PXC|24V,1;2,#A;#B,,,F;Lj|PXC|24V|1;2|#A;#B,PXC,MT,Fused,No,No,TBD
DCO,F;Lj|TE|24V,1;2,#A;#B,,,F;Lj|TE|24V|1;2|#A;#B,TE,MT,Fused,No,No,TBD
DCO,F;Lj|WAGO|24V,1;2,#A;#B,,,F;Lj|WAGO|24V|1;2|#A;#B,WAGO,MT,Fused,No,No,TBD
DCO,F|PXC|24V,1,#,,,F|PXC|24V|1|#,PXC,IT,Fused,No,No,TBD
DCO,F|TE|24V,1,#,,,F|TE|24V|1|#,TE,IT,Fused,No,No,TBD
DCO,F|WAGO|24V,1,#,,,F|WAGO|24V|1|#,WAGO,IT,Fused,No,No,TBD
DCO,L&Le2j|PXC|24V,1&2,#&#C,,,L&Le2j|PXC|24V|1&2|#&#C,PXC,IT,None,No,No,TBD
DCO,L&Le2j|TE|24V,1&2,#&#C,,,L&Le2j|TE|24V|1&2|#&#C,TE,IT,None,No,No,TBD
DCO,L&Le2j|WAGO|24V,1&2,#&#C,,,L&Le2j|WAGO|24V|1&2|#&#C,WAGO,IT,None,No,No,TBD
DCO,L;L;Lj|PXC|24V,0;1;2,#A;#B;#C,What is the first L for?,,L;L;Lj|PXC|24V|0;1;2|#A;#B;#C,PXC,IT,None,No,No,TBD
DCO,L;L;Lj|WAGO|24V,0;1;2,#A;#B;#C,What is the first L for?,,L;L;Lj|WAGO|24V|0;1;2|#A;#B;#C,WAGO,IT,None,No,No,TBD
DCO,L;Lj|PXC|24V,1;2,#A;#B,,,L;Lj|PXC|24V|1;2|#A;#B,PXC,IT,None,No,No,TBD
DCO,L;Lj|TE|24V,1;2,#A;#B,,,L;Lj|TE|24V|1;2|#A;#B,TE,IT,None,No,No,TBD
DCO,L;Lj|WAGO|24V,1;2,#A;#B,,,L;Lj|WAGO|24V|1;2|#A;#B,WAGO,IT,None,No,No,TBD
DCO,L|PXC|24V,1,#,,,L|PXC|24V|1|#,PXC,IT,None,No,No,TBD
DCO,L|TE|24V,1,#,,,L|TE|24V|1|#,TE,IT,None,No,No,TBD
DCO,L|WAGO|24V,1,#,,,L|WAGO|24V|1|#,WAGO,IT,None,No,No,TBD
DCO,Lh&F&Le2j|PXC|24V,0&1&2,H&#&#C,,,Lh&F&Le2j|PXC|24V|0&1&2|H&#&#C,PXC,IT,Fused,Yes,No,TBD
DCO,Lh&F&Le2j|TE|24V,0&1&2,H&#&#C,,,Lh&F&Le2j|TE|24V|0&1&2|H&#&#C,TE,IT,Fused,Yes,No,TBD
DCO,Lh&F&Le2j|WAGO|24V,0&1&2,H&#&#C,,,Lh&F&Le2j|WAGO|24V|0&1&2|H&#&#C,WAGO,IT,Fused,Yes,No,TBD
DCO,Lh&F;L&Lc|PXC|24V,0&1;2&0,H&#A;#B&C,,,Lh&F;L&Lc|PXC|24V|0&1;2&0|H&#A;#B&C,PXC,MT&IT,Fused,Yes,Yes,TBD
DCO,Lh&F;L&Lc|TE|24V,0&1;2&0,H&#A;#B&C,,,Lh&F;L&Lc|TE|24V|0&1;2&0|H&#A;#B&C,TE,MT&IT,Fused,Yes,Yes,TBD
DCO,Lh&F;L&Lc|WAGO|24V,0&1;2&0,H&#A;#B&C,,,Lh&F;L&Lc|WAGO|24V|0&1;2&0|H&#A;#B&C,WAGO,MT&IT,Fused,Yes,Yes,TBD
DCO,Lh&F;Lj|PXC|24V,0&1;2,H&#A;#B,,,Lh&F;Lj|PXC|24V|0&1;2|H&#A;#B,PXC,MT,Fused,Yes,No,TBD
DCO,Lh&F;Lj|TE|24V,0&1;2,H&#A;#B,,,Lh&F;Lj|TE|24V|0&1;2|H&#A;#B,TE,MT,Fused,Yes,No,TBD
DCO,Lh&F;Lj|WAGO|24V,0&1;2,H&#A;#B,,,Lh&F;Lj|WAGO|24V|0&1;2|H&#A;#B,WAGO,MT,Fused,Yes,No,TBD
DCO,Lh&L&Lc|PXC|24V,0&1&0,H&#&C,,,Lh&L&Lc|PXC|24V|0&1&0|H&#&C,PXC,IT,None,Yes,Yes,TBD
DCO,Lh&L&Lc|TE|24V,0&1&0,H&#&C,,,Lh&L&Lc|TE|24V|0&1&0|H&#&C,TE,IT,None,Yes,Yes,TBD
DCO,Lh&L&Lc|WAGO|24V,0&1&0,H&#&C,,,Lh&L&Lc|WAGO|24V|0&1&0|H&#&C,WAGO,IT,None,Yes,Yes,TBD
DCO,Lh&L&Le2j|PXC|24V,0&1&2,H&#&#C,,,Lh&L&Le2j|PXC|24V|0&1&2|H&#&#C,PXC,IT,None,Yes,No,TBD
DCO,Lh&L&Le2j|TE|24V,0&1&2,H&#&#C,,,Lh&L&Le2j|TE|24V|0&1&2|H&#&#C,TE,IT,None,Yes,No,TBD
DCO,Lh&L&Le2j|WAGO|24V,0&1&2,H&#&#C,,,Lh&L&Le2j|WAGO|24V|0&1&2|H&#&#C,WAGO,IT,None,Yes,No,TBD
DCO,Lh&L;Lj|PXC|24V,0&1;2,H&#A;#B,,,Lh&L;Lj|PXC|24V|0&1;2|H&#A;#B,PXC,MT,None,Yes,No,TBD
DCO,Lh&L;Lj|TE|24V,0&1;2,H&#A;#B,,,Lh&L;Lj|TE|24V|0&1;2|H&#A;#B,TE,MT,None,Yes,No,TBD
DCO,Lh&L;Lj|WAGO|24V,0&1;2,H&#A;#B,,,Lh&L;Lj|WAGO|24V|0&1;2|H&#A;#B,WAGO,MT,None,Yes,No,TBD
DCO,Lh&L|PXC|24V,0&1,H&#,,,Lh&L|PXC|24V|0&1|H&#,PXC,IT,None,Yes,No,TBD
DCO,Lh&L|TE|24V,0&1,H&#,,,Lh&L|TE|24V|0&1|H&#,TE,IT,None,Yes,No,TBD
DCO,Lh&L|WAGO|24V,0&1,H&#,,,Lh&L|WAGO|24V|0&1|H&#,WAGO,IT,None,Yes,No,TBD
DCO,,,,,NO TERMINALS,,,,,,,
DI,F&Lc|PXC|120V,1&0,#&N,,,F&Lc|PXC|120V|1&0|#&N,PXC,IT,Fused,No,Yes,TBD
DI,F&Lc|TE|120V,1&0,#&N,,,F&Lc|TE|120V|1&0|#&N,TE,IT,Fused,No,Yes,TBD
DI,F&Lc|WAGO|120V,1&0,#&N,,,F&Lc|WAGO|120V|1&0|#&N,WAGO,IT,Fused,No,Yes,TBD
DI,Fj&L&Lc|PXC|120V,0&1&0,#H&#&N,,INTERSTATES F-IT,Fj&L&Lc|PXC|120V|0&1&0|#H&#&N,PXC,IT,Fused,No,Yes,TBD
DI,Fj&L|PXC|120V,0&1,#H&#,,,Fj&L|PXC|120V|0&1|#H&#,PXC,IT,Fused,No,No,TBD
DI,Fj&L|TE|120V,0&1,#H&#,,,Fj&L|TE|120V|0&1|#H&#,TE,IT,Fused,No,No,TBD
DI,Fj&L|WAGO|120V,0&1,#H&#,,,Fj&L|WAGO|120V|0&1|#H&#,WAGO,IT,Fused,No,No,TBD
DI,Fj;L&Lc|PXC|120V,0;1&0,#A;#B&N,,INTERSTATES F-MT,Fj;L&Lc|PXC|120V|0;1&0|#A;#B&N,PXC,MT,Fused,No,Yes,TBD
DI,Fj;L&Lc|TE|120V,0;1&0,#A;#B&N,,,Fj;L&Lc|TE|120V|0;1&0|#A;#B&N,TE,MT&IT,Fused,No,Yes,TBD
DI,Fj;L&Lc|WAGO|120V,0;1&0,#A;#B&N,,,Fj;L&Lc|WAGO|120V|0;1&0|#A;#B&N,WAGO,MT&IT,Fused,No,Yes,TBD
DI,Fj;L&Te2j&G2&Fh;Lc|TE|120V,0;1&2&3&0;0,#A;#B&N&GND&H;C,FOR TESTING,,Fj;L&Te2j&G2&Fh;Lc|TE|120V|0;1&2&3&0;0|#A;#B&N&GND&H;C,TE,MT,Fused,Yes,Yes,TBD
DI,Fj;L&Te2j&G2|TE|120V,0;1&2&3,#A;#B&N&GND,FOR TESTING,,Fj;L&Te2j&G2|TE|120V|0;1&2&3|#A;#B&N&GND,TE,MT,Fused,No,No,TBD
DI,Fj;L&Te2j|TE|120V,0;1&2,#A;#B&N,,AGP F-MT,Fj;L&Te2j|TE|120V|0;1&2|#A;#B&N,TE,MT,Fused,No,No,TBD
DI,Fj;L|PXC|120V,0;1,#A;#B,,,Fj;L|PXC|120V|0;1|#A;#B,PXC,MT,Fused,No,No,TBD
DI,Fj;L|TE|120V,0;1,#A;#B,,,Fj;L|TE|120V|0;1|#A;#B,TE,MT,Fused,No,No,TBD
DI,Fj;L|WAGO|120V,0;1,#A;#B,,,Fj;L|WAGO|120V|0;1|#A;#B,WAGO,MT,Fused,No,No,TBD
DI,L&Lc|PXC|120V,1&0,#&N,,INTERSTATES NF-IT,L&Lc|PXC|120V|1&0|#&N,PXC,IT,None,No,Yes,TBD
DI,L&Lc|TE|120V,1&0,#&N,,,L&Lc|TE|120V|1&0|#&N,TE,IT,None,No,Yes,TBD
DI,L&Lc|WAGO|120V,1&0,#&N,,,L&Lc|WAGO|120V|1&0|#&N,WAGO,IT,None,No,Yes,TBD
DI,L|PXC|120V,1,#,,,L|PXC|120V|1|#,PXC,IT,None,No,No,TBD
DI,L|TE|120V,1,#,,,L|TE|120V|1|#,TE,IT,None,No,No,TBD
DI,L|WAGO|120V,1,#,,,L|WAGO|120V|1|#,WAGO,IT,None,No,No,TBD
DI,Lh&F&Lc|PXC|120V,0&1&0,H&#&N,,,Lh&F&Lc|PXC|120V|0&1&0|H&#&N,PXC,IT,Fused,Yes,Yes,TBD
DI,Lh&F&Lc|TE|120V,0&1&0,H&#&N,,,Lh&F&Lc|TE|120V|0&1&0|H&#&N,TE,IT,Fused,Yes,Yes,TBD
DI,Lh&F&Lc|WAGO|120V,0&1&0,H&#&N,,,Lh&F&Lc|WAGO|120V|0&1&0|H&#&N,WAGO,IT,Fused,Yes,Yes,TBD
DI,Lh&L&Lc|PXC|120V,0&1&0,H&#&N,,,Lh&L&Lc|PXC|120V|0&1&0|H&#&N,PXC,IT,None,Yes,Yes,TBD
DI,Lh&L&Lc|TE|120V,0&1&0,H&#&N,,,Lh&L&Lc|TE|120V|0&1&0|H&#&N,TE,IT,None,Yes,Yes,TBD
DI,Lh&L&Lc|WAGO|120V,0&1&0,H&#&N,,,Lh&L&Lc|WAGO|120V|0&1&0|H&#&N,WAGO,IT,None,Yes,Yes,TBD
DI,Lh&L|PXC|120V,0&1,H&#,,,Lh&L|PXC|120V|0&1|H&#,PXC,IT,None,Yes,No,TBD
DI,Lh&L|TE|120V,0&1,H&#,,,Lh&L|TE|120V|0&1|H&#,TE,IT,None,Yes,No,TBD
DI,Lh&L|WAGO|120V,0&1,H&#,,,Lh&L|WAGO|120V|0&1|H&#,WAGO,IT,None,Yes,No,TBD
DI,Lj&L|PXC|120V,0&1,#H&#,,,Lj&L|PXC|120V|0&1|#H&#,PXC,IT,None,No,No,TBD
DI,Lj&L|TE|120V,0&1,#H&#,,,Lj&L|TE|120V|0&1|#H&#,TE,IT,None,No,No,TBD
DI,Lj&L|WAGO|120V,0&1,#H&#,,,Lj&L|WAGO|120V|0&1|#H&#,WAGO,IT,None,No,No,TBD
DI,Lj;L&Lc|PXC|120V,0;1&0,#A;#B&N,,INTERSTATES NF-MT,Lj;L&Lc|PXC|120V|0;1&0|#A;#B&N,PXC,MT&IT,None,No,Yes,TBD
DI,Lj;L&Lc|TE|120V,0;1&0,#A;#B&N,,,Lj;L&Lc|TE|120V|0;1&0|#A;#B&N,TE,MT&IT,None,No,Yes,TBD
DI,Lj;L&Lc|WAGO|120V,0;1&0,#A;#B&N,,,Lj;L&Lc|WAGO|120V|0;1&0|#A;#B&N,WAGO,MT&IT,None,No,Yes,TBD
DI,,,,,NO TERMINALS,,,,,,,
DI-120-3W,Fj&L&Lj|PXC|120V,0&1&2,#H&#&#N,,,Fj&L&Lj|PXC|120V|0&1&2|#H&#&#N,PXC,IT,Fused,No,No,TBD
DI-120-3W,Fj&L&Lj|TE|120V,0&1&2,#H&#&#N,,,Fj&L&Lj|TE|120V|0&1&2|#H&#&#N,TE,IT,Fused,No,No,TBD
DI-120-3W,Fj&L&Lj|WAGO|120V,0&1&2,#H&#&#N,,,Fj&L&Lj|WAGO|120V|0&1&2|#H&#&#N,WAGO,IT,Fused,No,No,TBD
DI-120-3W,Lj&L&Lj|PXC|120V,0&1&2,#H&#&#N,,,Lj&L&Lj|PXC|120V|0&1&2|#H&#&#N,PXC,IT,None,No,No,TBD
DI-120-3W,Lj&L&Lj|TE|120V,0&1&2,#H&#&#N,,,Lj&L&Lj|TE|120V|0&1&2|#H&#&#N,TE,IT,None,No,No,TBD
DI-120-3W,Lj&L&Lj|WAGO|120V,0&1&2,#H&#&#N,,,Lj&L&Lj|WAGO|120V|0&1&2|#H&#&#N,WAGO,IT,None,No,No,TBD
DI-120-3W,Lj;L;Lj|PXC|120V,0;1;2,#A;#B;#C,,,Lj;L;Lj|PXC|120V|0;1;2|#A;#B;#C,PXC,MT,None,No,No,TBD
DI-120-3W,Lj;L;Lj|WAGO|120V,0;1;2,#A;#B;#C,,,Lj;L;Lj|WAGO|120V|0;1;2|#A;#B;#C,WAGO,MT,None,No,No,TBD
DI-120-3W,,,,,NO TERMINALS,,,,,,,
DO,F&Lc|PXC|120V,1&0,#&N,,,F&Lc|PXC|120V|1&0|#&N,PXC,IT,Fused,No,Yes,TBD
DO,F&Lc|TE|120V,1&0,#&N,,,F&Lc|TE|120V|1&0|#&N,TE,IT,Fused,No,Yes,TBD
DO,F&Lc|WAGO|120V,1&0,#&N,,,F&Lc|WAGO|120V|1&0|#&N,WAGO,IT,Fused,No,Yes,TBD
DO,F&Le2|PXC|120V,1&2,#&#N,,,F&Le2|PXC|120V|1&2|#&#N,PXC,IT,Fused,No,No,TBD
DO,F&Le2|TE|120V,1&2,#&#N,,,F&Le2|TE|120V|1&2|#&#N,TE,IT,Fused,No,No,TBD
DO,F&Le2|WAGO|120V,1&2,#&#N,,,F&Le2|WAGO|120V|1&2|#&#N,WAGO,IT,Fused,No,No,TBD
DO,F;Lj|PXC|120V,1;2,#A;#B,,,F;Lj|PXC|120V|1;2|#A;#B,PXC,MT,Fused,No,No,TBD
DO,F;Lj|TE|120V,1;2,#A;#B,,,F;Lj|TE|120V|1;2|#A;#B,TE,MT,Fused,No,No,TBD
