I/O Type Specific,Terminal Style,Rung Placement,Labeling Scheme,Notes,Default Standard,Terminal Style Definition,Term Brand,IT or MT,Fusing,Card Power Term L1,Card Power Term L2,Term Short Name
DO,F;Lj|WAGO|120V,1;2,#A;#B,,,F;Lj|WAGO|120V|1;2|#A;#B,WAGO,MT,Fused,No,No,TBD
DO,F|PXC|120V,1,#,,,F|PXC|120V|1|#,PXC,IT,Fused,No,No,TBD
DO,F|TE|120V,1,#,,,F|TE|120V|1|#,TE,IT,Fused,No,No,TBD
DO,F|WAGO|120V,1,#,,,F|WAGO|120V|1|#,WAGO,IT,Fused,No,No,TBD
DO,L&Le2|PXC|120v,1&2,#&#N,,,L&Le2|PXC|120v|1&2|#&#N,PXC,IT,None,No,No,TBD
DO,L&Le2|TE|120v,1&2,#&#N,,,L&Le2|TE|120v|1&2|#&#N,TE,IT,None,No,No,TBD
DO,L&Le2|WAGO|120v,1&2,#&#N,,,L&Le2|WAGO|120v|1&2|#&#N,WAGO,IT,None,No,No,TBD
DO,L;Lj|PXC|120V,1;2,#A;#B,,,L;Lj|PXC|120V|1;2|#A;#B,PXC,MT,None,No,No,TBD
DO,L;Lj|TE|120V,1;2,#A;#B,,,L;Lj|TE|120V|1;2|#A;#B,TE,MT,None,No,No,TBD
DO,L;Lj|WAGO|120V,1;2,#A;#B,,,L;Lj|WAGO|120V|1;2|#A;#B,WAGO,MT,None,No,No,TBD
DO,L|PXC|120V,1,#,,,L|PXC|120V|1|#,PXC,IT,None,No,No,TBD
DO,L|TE|120V,1,#,,,L|TE|120V|1|#,TE,IT,None,No,No,TBD
DO,L|WAGO|120V,1,#,,,L|WAGO|120V|1|#,WAGO,IT,None,No,No,TBD
DO,Lh&F&Lc|PXC|120V,0&1&0,H&#&N,,,Lh&F&Lc|PXC|120V|0&1&0|H&#&N,PXC,IT,Fused,Yes,Yes,TBD
DO,Lh&F&Lc|TE|120V,0&1&0,H&#&N,,,Lh&F&Lc|TE|120V|0&1&0|H&#&N,TE,IT,Fused,Yes,Yes,TBD
DO,Lh&F&Lc|WAGO|120V,0&1&0,H&#&N,,,Lh&F&Lc|WAGO|120V|0&1&0|H&#&N,WAGO,IT,Fused,Yes,Yes,TBD
DO,Lh&F&Le2|PXC|120V,0&1&2,H&#&#N,,,Lh&F&Le2|PXC|120V|0&1&2|H&#&#N,PXC,IT,Fused,Yes,No,TBD
DO,Lh&F&Le2|TE|120V,0&1&2,H&#&#N,,,Lh&F&Le2|TE|120V|0&1&2|H&#&#N,TE,IT,Fused,Yes,No,TBD
DO,Lh&F&Le2|WAGO|120V,0&1&2,H&#&#N,,,Lh&F&Le2|WAGO|120V|0&1&2|H&#&#N,WAGO,IT,Fused,Yes,No,TBD
DO,Lh&F&Le2j|PXC|120V,0&1&2,H&#&N,,INTERSTATES F-IT,Lh&F&Le2j|PXC|120V|0&1&2|H&#&N,PXC,IT,Fused,Yes,No,TBD
DO,Lh&F;Lj&G2|PXC|120V,0&1;2&3,H&#A;#B&SH,,,Lh&F;Lj&G2|PXC|120V|0&1;2&3|H&#A;#B&SH,PXC,MT&IT,Fused,Yes,No,TBD
DO,Lh&F;Lj&G2|TE|120V,0&1;2&3,H&#A;#B&SH,,,Lh&F;Lj&G2|TE|120V|0&1;2&3|H&#A;#B&SH,TE,MT&IT,Fused,Yes,No,TBD
DO,Lh&F;Lj&G2|WAGO|120V,0&1;2&3,H&#A;#B&SH,,,Lh&F;Lj&G2|WAGO|120V|0&1;2&3|H&#A;#B&SH,WAGO,MT&IT,Fused,Yes,No,TBD
DO,Lh&F;Lj&Lc|PXC|120V,0&1;2&0,H&#A;#B&N,,,Lh&F;Lj&Lc|PXC|120V|0&1;2&0|H&#A;#B&N,PXC,MT&IT,Fused,Yes,Yes,TBD
DO,Lh&F;Lj&Lc|TE|120V,0&1;2&0,H&#A;#B&N,,,Lh&F;Lj&Lc|TE|120V|0&1;2&0|H&#A;#B&N,TE,MT&IT,Fused,Yes,Yes,TBD
DO,Lh&F;Lj&Lc|WAGO|120V,0&1;2&0,H&#A;#B&N,,,Lh&F;Lj&Lc|WAGO|120V|0&1;2&0|H&#A;#B&N,WAGO,MT&IT,Fused,Yes,Yes,TBD
DO,Lh&F;Lj|PXC|120V,0&1;2,H&#A;#B,,INTERSTATES F-MT,Lh&F;Lj|PXC|120V|0&1;2|H&#A;#B,PXC,MT&IT,Fused,Yes,No,TBD
DO,Lh&F;Lj|TE|120V,0&1;2,H&#A;#B,,AGP F-MT,Lh&F;Lj|TE|120V|0&1;2|H&#A;#B,TE,MT&IT,Fused,Yes,No,TBD
DO,Lh&F;Lj|WAGO|120V,0&1;2,H&#A;#B,,,Lh&F;Lj|WAGO|120V|0&1;2|H&#A;#B,WAGO,MT&IT,Fused,Yes,No,TBD
DO,Lh&L&Lc|PXC|120V,0&1&0,H&#&N,,,Lh&L&Lc|PXC|120V|0&1&0|H&#&N,PXC,IT,None,Yes,Yes,TBD
DO,Lh&L&Lc|TE|120V,0&1&0,H&#&N,,,Lh&L&Lc|TE|120V|0&1&0|H&#&N,TE,IT,None,Yes,Yes,TBD
DO,Lh&L&Lc|WAGO|120V,0&1&0,H&#&N,,,Lh&L&Lc|WAGO|120V|0&1&0|H&#&N,WAGO,IT,None,Yes,Yes,TBD
DO,Lh&L&Le2|PXC|120v,0&1&2,H&#&#N,,,Lh&L&Le2|PXC|120v|0&1&2|H&#&#N,PXC,IT,None,Yes,No,TBD
DO,Lh&L&Le2|TE|120v,0&1&2,H&#&#N,,,Lh&L&Le2|TE|120v|0&1&2|H&#&#N,TE,IT,None,Yes,No,TBD
DO,Lh&L&Le2|WAGO|120v,0&1&2,H&#&#N,,,Lh&L&Le2|WAGO|120v|0&1&2|H&#&#N,WAGO,IT,None,Yes,No,TBD
DO,Lh&L&Le2j|PXC|120V,0&1&2,H&#&N,,INTERSTATES NF-IT,Lh&L&Le2j|PXC|120V|0&1&2|H&#&N,PXC,IT,None,Yes,No,TBD
DO,Lh&L;Lj|PXC|120V,0&1;2,H&#A;#B,,INTERSTATES NF-IT,Lh&L;Lj|PXC|120V|0&1;2|H&#A;#B,PXC,MT,None,Yes,No,TBD
DO,Lh&L;Lj|TE|120V,0&1;2,H&#A;#B,,,Lh&L;Lj|TE|120V|0&1;2|H&#A;#B,TE,MT,None,Yes,No,TBD
DO,Lh&L;Lj|WAGO|120V,0&1;2,H&#A;#B,,,Lh&L;Lj|WAGO|120V|0&1;2|H&#A;#B,WAGO,MT,None,Yes,No,TBD
DO,,,,,NO TERMINALS,,,,,,,
DORLY-120,F&L|PXC|120V,0&1,#H&#,,INTERSTATES F-IT,F&L|PXC|120V|0&1|#H&#,PXC,IT,Fused,No,No,TBD
DORLY-120,F;L|PXC|120V,0;1,#A;#B,,INTERSTATES F-MT,F;L|PXC|120V|0;1|#A;#B,PXC,MT,Fused,No,No,TBD
DORLY-120,F;L|TE|120V,0;1,#A;#B,,AGP F-MT,F;L|TE|120V|0;1|#A;#B,TE,MT,Fused,No,No,TBD
DORLY-120,L&L|PXC|120V,0&1,#H&#,,INTERSTATES NF-IT,L&L|PXC|120V|0&1|#H&#,PXC,IT,None,No,No,TBD
DORLY-120,L;L|PXC|120V,0;1,#A;#B,,INTERSTATES NF-MT,L;L|PXC|120V|0;1|#A;#B,PXC,MT,None,No,No,TBD
DORLY-120,,,,,NO TERMINALS,,,,,,,
DORLY-120-J,Lh&F&Le2j|PXC|120V,0&1&2,H&#&N,,INTERSTATES F-IT,Lh&F&Le2j|PXC|120V|0&1&2|H&#&N,PXC,IT,Fused,Yes,No,TBD
DORLY-120-J,Lh&F;Lj|PXC|120V,0&1;2,H&#A;#B,,INTERSTATES F-MT,Lh&F;Lj|PXC|120V|0&1;2|H&#A;#B,PXC,MT&IT,Fused,Yes,No,TBD
DORLY-120-J,Lh&L&Le2j|PXC|120V,0&1&2,H&#&N,,INTERSTATES NF-IT,Lh&L&Le2j|PXC|120V|0&1&2|H&#&N,PXC,IT,None,Yes,No,TBD
DORLY-120-J,Lh&L;Lj|PXC|120V,0&1;2,H&#A;#B,,INTERSTATES NF-MT,Lh&L;Lj|PXC|120V|0&1;2|H&#A;#B,PXC,MT,None,Yes,No,TBD
DORLY-120-J,,,,,NO TERMINALS,,,,,,,
DORLY-24,F&L|PXC|24V,0&1,#+&#,,INTERSTATES F-IT,F&L|PXC|24V|0&1|#+&#,PXC,IT,None,No,No,TBD
DORLY-24,F&L|TE|24V,0&1,#+&#,,,F&L|TE|24V|0&1|#+&#,TE,IT,None,No,No,TBD
DORLY-24,F&L|WAGO|24V,0&1,#+&#,,,F&L|WAGO|24V|0&1|#+&#,WAGO,IT,None,No,No,TBD
DORLY-24,F;L|PXC|24V,0;1,#A;#B,,INTERSTATES F-MT,F;L|PXC|24V|0;1|#A;#B,PXC,IT,Fused,No,No,TBD
DORLY-24,L&L|PXC|24V,0&1,#+&#,,INTERSTATES NF-IT,L&L|PXC|24V|0&1|#+&#,PXC,IT,None,No,No,TBD
DORLY-24,L;L|PXC|24V,0;1,#A;#B,,INTERSTATES NF-MT,L;L|PXC|24V|0;1|#A;#B,PXC,IT,None,No,No,TBD
DORLY-24,,,,,NO TERMINALS,,,,,,,
DORLY-24-J,Lh&F&Le2j|PXC|24V,0&1&2,+&#&C,,INTERSTATES F-IT,Lh&F&Le2j|PXC|24V|0&1&2|+&#&C,PXC,IT,Fused,Yes,No,TBD
DORLY-24-J,Lh&F;Lj|PXC|24V,0&1;2,H&#A;#B,,INTERSTATES F-MT,Lh&F;Lj|PXC|24V|0&1;2|H&#A;#B,PXC,MT,Fused,Yes,No,TBD
DORLY-24-J,Lh&L&Le2j|PXC|24V,0&1&2,+&#&C,,INTERSTATES NF-IT,Lh&L&Le2j|PXC|24V|0&1&2|+&#&C,PXC,IT,None,Yes,No,TBD
DORLY-24-J,Lh&L;Lj|PXC|24V,0&1;2,+&#A;#B,,INTERSTATES NF-MT,Lh&L;Lj|PXC|24V|0&1;2|+&#A;#B,PXC,MT,None,Yes,No,TBD
DORLY-24-J,,,,,NO TERMINALS,,,,,,,
IDCI-SNK,L&L|PXC|24V,1&2,#&#C,,,L&L|PXC|24V|1&2|#&#C,PXC,IT,None,No,No,TBD
IDCI-SNK,L&L|TE|24V,1&2,#&#C,,,L&L|TE|24V|1&2|#&#C,TE,IT,None,No,No,TBD
IDCI-SNK,L&L|WAGO|24V,1&2,#&#C,,,L&L|WAGO|24V|1&2|#&#C,WAGO,IT,None,No,No,TBD
IDCI-SNK,L;L|PXC|24V,1;2,#A;#B,,,L;L|PXC|24V|1;2|#A;#B,PXC,IT,None,No,No,TBD
IDCI-SNK,L;L|TE|24V,1;2,#A;#B,,,L;L|TE|24V|1;2|#A;#B,TE,IT,None,No,No,TBD
IDCI-SNK,L;L|WAGO|24V,1;2,#A;#B,,,L;L|WAGO|24V|1;2|#A;#B,WAGO,IT,None,No,No,TBD
IDCI-SNK,Lj;L;Lj|PXC|24V,0;1;2,#H;#;#C,,,Lj;L;Lj|PXC|24V|0;1;2|#H;#;#C,PXC,MT,None,No,No,TBD
IDCI-SNK,Lj;L;Lj|TE|24V,0;1;2,#H;#;#C,,,Lj;L;Lj|TE|24V|0;1;2|#H;#;#C,TE,MT,None,No,No,TBD
IDCI-SNK,Lj;L;Lj|WAGO|24V,0;1;2,#H;#;#C,,,Lj;L;Lj|WAGO|24V|0;1;2|#H;#;#C,WAGO,MT,None,No,No,TBD
IDCI-SNK,,,,,NO TERMINALS,,,,,,,
IDCI-SNK-J,L|PXC|24V,1,#,,INTERSTATES NF-IT,L|PXC|24V|1|#,PXC,IT,None,No,No,TBD
IDCI-SNK-J,L|TE|24V,1,#,,,L|TE|24V|1|#,TE,IT,None,No,No,TBD
IDCI-SNK-J,L|WAGO|24V,1,#,,,L|WAGO|24V|1|#,WAGO,IT,None,No,No,TBD
IDCI-SNK-J,Lj;L;Lj|PXC|120V,0;1;2,#A;#B;#C,,INTERSTATES NF-MT,Lj;L;Lj|PXC|120V|0;1;2|#A;#B;#C,PXC,MT,None,No,No,TBD
IDCI-SNK-J,Lj;L;Lj|WAGO|120V,0;1;2,#A;#B;#C,,,Lj;L;Lj|WAGO|120V|0;1;2|#A;#B;#C,WAGO,MT,None,No,No,TBD
IDCI-SNK-J,,,,,NO TERMINALS,,,,,,,
IDCI-SRC,L&L|PXC|24V,0&1,#H&#,,INTERSTATES NF-IT,L&L|PXC|24V|0&1|#H&#,PXC,IT,None,No,No,TBD
IDCI-SRC,L&L|TE|24V,0&1,#H&#,,,L&L|TE|24V|0&1|#H&#,TE,IT,None,No,No,TBD
IDCI-SRC,L&L|WAGO|24V,0&1,#H&#,,,L&L|WAGO|24V|0&1|#H&#,WAGO,IT,None,No,No,TBD
IDCI-SRC,L;L|PXC|24V,0;1,#A;#B,,INTERSTATES NF-MT,L;L|PXC|24V|0;1|#A;#B,PXC,IT,None,No,No,TBD
IDCI-SRC,L;L|TE|24V,0;1,#A;#B,,,L;L|TE|24V|0;1|#A;#B,TE,IT,None,No,No,TBD
IDCI-SRC,L;L|WAGO|24V,0;1,#A;#B,,,L;L|WAGO|24V|0;1|#A;#B,WAGO,IT,None,No,No,TBD
IDCI-SRC,,,,,NO TERMINALS,,,,,,,
IDCI-SRC-J,L|PXC|24V,1,#,,INTERSTATES NF-IT,L|PXC|24V|1|#,PXC,IT,None,No,No,TBD
IDCI-SRC-J,L|TE|24V,1,#,,,L|TE|24V|1|#,TE,IT,None,No,No,TBD
IDCI-SRC-J,L|WAGO|24V,1,#,,,L|WAGO|24V|1|#,WAGO,IT,None,No,No,TBD
IDCI-SRC-J,,,,,NO TERMINALS,,,,,,,
IDCO-SRC-J,F&Le2j|PXC|24V,1&2,#&#C,,,F&Le2j|PXC|24V|1&2|#&#C,PXC,IT,Fused,No,No,TBD
IDCO-SRC-J,F&Le2j|TE|24V,1&2,#&#C,,,F&Le2j|TE|24V|1&2|#&#C,TE,IT,Fused,No,No,TBD
IDCO-SRC-J,F&Le2j|WAGO|24V,1&2,#&#C,,,F&Le2j|WAGO|24V|1&2|#&#C,WAGO,IT,Fused,No,No,TBD
IDCO-SRC-J,F;Lj|PXC|24V,1;2,#A;#B,,INTERSTATES F-MT,F;Lj|PXC|24V|1;2|#A;#B,PXC,MT,Fused,No,No,TBD
IDCO-SRC-J,F;Lj|TE|24V,1;2,#A;#B,,,F;Lj|TE|24V|1;2|#A;#B,TE,MT,Fused,No,No,TBD
IDCO-SRC-J,F;Lj|WAGO|24V,1;2,#A;#B,,,F;Lj|WAGO|24V|1;2|#A;#B,WAGO,MT,Fused,No,No,TBD
IDCO-SRC-J,F|PXC|24V,1,#,,INTERSTATES F-IT,F|PXC|24V|1|#,PXC,IT,Fused,No,No,TBD
IDCO-SRC-J,F|TE|24V,1,#,,,F|TE|24V|1|#,TE,IT,Fused,No,No,TBD
IDCO-SRC-J,F|WAGO|24V,1,#,,,F|WAGO|24V|1|#,WAGO,IT,Fused,No,No,TBD
IDCO-SRC-J,L&Le2j|PXC|24V,1&2,#&#C,,,L&Le2j|PXC|24V|1&2|#&#C,PXC,IT,None,No,No,TBD
IDCO-SRC-J,L&Le2j|TE|24V,1&2,#&#C,,,L&Le2j|TE|24V|1&2|#&#C,TE,IT,None,No,No,TBD
IDCO-SRC-J,L&Le2j|WAGO|24V,1&2,#&#C,,,L&Le2j|WAGO|24V|1&2|#&#C,WAGO,IT,None,No,No,TBD
IDCO-SRC-J,L;Lj|PXC|24V,1;2,#A;#B,,,L;Lj|PXC|24V|1;2|#A;#B,PXC,IT,None,No,No,TBD
IDCO-SRC-J,L;Lj|TE|24V,1;2,#A;#B,,,L;Lj|TE|24V|1;2|#A;#B,TE,IT,None,No,No,TBD
IDCO-SRC-J,L;Lj|WAGO|24V,1;2,#A;#B,,,L;Lj|WAGO|24V|1;2|#A;#B,WAGO,IT,None,No,No,TBD
IDCO-SRC-J,Lh&F&Le2j|PXC|24V,0&1&2,H&#&#C,,,Lh&F&Le2j|PXC|24V|0&1&2|H&#&#C,PXC,IT,Fused,Yes,No,TBD
IDCO-SRC-J,Lh&F&Le2j|TE|24V,0&1&2,H&#&#C,,,Lh&F&Le2j|TE|24V|0&1&2|H&#&#C,TE,IT,Fused,Yes,No,TBD
IDCO-SRC-J,Lh&F&Le2j|WAGO|24V,0&1&2,H&#&#C,,,Lh&F&Le2j|WAGO|24V|0&1&2|H&#&#C,WAGO,IT,Fused,Yes,No,TBD
IDCO-SRC-J,Lh&F;Lj|PXC|24V,0&1;2,H&#A;#B,,INTERSTATES NF-MT,Lh&F;Lj|PXC|24V|0&1;2|H&#A;#B,PXC,MT,Fused,Yes,No,TBD
IDCO-SRC-J,Lh&F;Lj|TE|24V,0&1;2,H&#A;#B,,,Lh&F;Lj|TE|24V|0&1;2|H&#A;#B,TE,MT,Fused,Yes,No,TBD
IDCO-SRC-J,Lh&F;Lj|WAGO|24V,0&1;2,H&#A;#B,,,Lh&F;Lj|WAGO|24V|0&1;2|H&#A;#B,WAGO,MT,Fused,Yes,No,TBD
IDCO-SRC-J,Lh&L&Le2j|PXC|24V,0&1&2,H&#&#C,,,Lh&L&Le2j|PXC|24V|0&1&2|H&#&#C,PXC,IT,None,Yes,No,TBD
IDCO-SRC-J,Lh&L&Le2j|TE|24V,0&1&2,H&#&#C,,,Lh&L&Le2j|TE|24V|0&1&2|H&#&#C,TE,IT,None,Yes,No,TBD
IDCO-SRC-J,Lh&L&Le2j|WAGO|24V,0&1&2,H&#&#C,,,Lh&L&Le2j|WAGO|24V|0&1&2|H&#&#C,WAGO,IT,None,Yes,No,TBD
IDCO-SRC-J,Lh&L;Lj|PXC|24V,0&1;2,H&#A;#B,,,Lh&L;Lj|PXC|24V|0&1;2|H&#A;#B,PXC,MT,None,Yes,No,TBD
IDCO-SRC-J,Lh&L;Lj|TE|24V,0&1;2,H&#A;#B,,,Lh&L;Lj|TE|24V|0&1;2|H&#A;#B,TE,MT,None,Yes,No,TBD
IDCO-SRC-J,Lh&L;Lj|WAGO|24V,0&1;2,H&#A;#B,,,Lh&L;Lj|WAGO|24V|0&1;2|H&#A;#B,WAGO,MT,None,Yes,No,TBD
IDCO-SRC-J,Lh&L|PXC|24V,0&1,H&#,,,Lh&L|PXC|24V|0&1|H&#,PXC,IT,None,Yes,No,TBD
IDCO-SRC-J,Lh&L|TE|24V,0&1,H&#,,,Lh&L|TE|24V|0&1|H&#,TE,IT,None,Yes,No,TBD
IDCO-SRC-J,Lh&L|WAGO|24V,0&1,H&#,,,Lh&L|WAGO|24V|0&1|H&#,WAGO,IT,None,Yes,No,TBD
IDCO-SRC-J,,,,,NO TERMINALS,,,,,,,
IDI,F&L|PXC|120V,1&2,#H&#,,INTERSTATES F-IT,F&L|PXC|120V|1&2|#H&#,PXC,IT,Fused,No,No,TBD
IDI,F&L|TE|120V,1&2,#H&#,,,F&L|TE|120V|1&2|#H&#,TE,IT,Fused,No,No,TBD
IDI,F&L|WAGO|120V,1&2,#H&#,,,F&L|WAGO|120V|1&2|#H&#,WAGO,IT,Fused,No,No,TBD
IDI,F;L|PXC|120V,1;2,#A;#B,,INTERSTATES F-MT,F;L|PXC|120V|1;2|#A;#B,PXC,MT,Fused,No,No,TBD
IDI,F;L|TE|120V,1;2,#A;#B,,,F;L|TE|120V|1;2|#A;#B,TE,MT,Fused,No,No,TBD
IDI,F;L|WAGO|120V,1;2,#A;#B,,,F;L|WAGO|120V|1;2|#A;#B,WAGO,MT,Fused,No,No,TBD
IDI,L&L|PXC|120V,1&2,#H&#,,INTERSTATES NF-IT,L&L|PXC|120V|1&2|#H&#,PXC,IT,None,No,No,TBD
IDI,L&L|TE|120V,1&2,#H&#,,,L&L|TE|120V|1&2|#H&#,TE,IT,None,No,No,TBD
IDI,L&L|WAGO|120V,1&2,#H&#,,,L&L|WAGO|120V|1&2|#H&#,WAGO,IT,None,No,No,TBD
IDI,L;L|PXC|120V,1;2,#A;#B,,INTERSTATES NF-MT,L;L|PXC|120V|1;2|#A;#B,PXC,MT,None,No,No,TBD
IDI,L;L|TE|120V,1;2,#A;#B,,,L;L|TE|120V|1;2|#A;#B,TE,MT,None,No,No,TBD
IDI,L;L|WAGO|120V,1;2,#A;#B,,,L;L|WAGO|120V|1;2|#A;#B,WAGO,MT,None,No,No,TBD
IDI,,,,,NO TERMINALS,,,,,,,
IDI-J,L|PXC|120V,1,#,,INTERSTATES NF-IT,L|PXC|120V|1|#,PXC,IT,None,No,No,TBD
IDI-J,L|TE|120V,1,#,,,L|TE|120V|1|#,TE,IT,None,No,No,TBD
IDI-J,L|WAGO|120V,1,#,,,L|WAGO|120V|1|#,WAGO,IT,None,No,No,TBD
IDI-J,,,,,NO TERMINALS,,,,,,,
IDO,F&L|PXC|120V,1&2,#H&#,,INTERSTATES F-IT,F&L|PXC|120V|1&2|#H&#,PXC,IT,Fused,No,No,TBD
IDO,F&L|TE|120V,1&2,#H&#,,,F&L|TE|120V|1&2|#H&#,TE,IT,Fused,No,No,TBD
IDO,F&L|WAGO|120V,1&2,#H&#,,,F&L|WAGO|120V|1&2|#H&#,WAGO,IT,Fused,No,No,TBD
IDO,F;L|PXC|120V,1;2,#A;#B,,INTERSTATES F-MT,F;L|PXC|120V|1;2|#A;#B,PXC,MT,Fused,No,No,TBD
IDO,F;L|TE|120V,1;2,#A;#B,,,F;L|TE|120V|1;2|#A;#B,TE,MT,Fused,No,No,TBD
IDO,F;L|WAGO|120V,1;2,#A;#B,,,F;L|WAGO|120V|1;2|#A;#B,WAGO,MT,Fused,No,No,TBD
IDO,L&L|PXC|120V,1&2,#H&#,,INTERSTATES NF-IT,L&L|PXC|120V|1&2|#H&#,PXC,IT,None,No,No,TBD
IDO,L&L|TE|120V,1&2,#H&#,,,L&L|TE|120V|1&2|#H&#,TE,IT,None,No,No,TBD
IDO,L&L|WAGO|120V,1&2,#H&#,,,L&L|WAGO|120V|1&2|#H&#,WAGO,IT,None,No,No,TBD
IDO,,,,,NO TERMINALS,,,,,,,
IDO-J,F|PXC|120V,1,#,,INTERSTATES F-IT,F|PXC|120V|1|#,PXC,IT,Fused,No,No,TBD
IDO-J,F|TE|120V,1,#,,,F|TE|120V|1|#,TE,IT,Fused,No,No,TBD
IDO-J,F|WAGO|120V,1,#,,,F|WAGO|120V|1|#,WAGO,IT,Fused,No,No,TBD
IDO-J,L|PXC|120V,1,#,,INTERSTATES NF-IT,L|PXC|120V|1|#,PXC,IT,None,No,No,TBD
IDO-J,L|TE|120V,1,#,,,L|TE|120V|1|#,TE,IT,None,No,No,TBD
IDO-J,L|WAGO|120V,1,#,,,L|WAGO|120V|1|#,WAGO,IT,None,No,No,TBD
IDO-J,,,,,NO TERMINALS,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
